comment,label
আল্লাহ যা করেন ভালোর জন্যই করেন,Positive
এটা শুনার পর জীবনের নতুন অধ্যায় শুরু হল,Positive
"এতো ভালো একটা শিক্ষণীয় মুভি আগে দেখিনি,,,কারো জন্য কারো জীবন থেমে থাকে নাহ,,,এটাই বড় শিক্ষণীয়",Positive
আমি অনেক মুভি দেখেছি। কিন্তু এই মুভিটা বাস্তবে সাথে অনেক মিল আছে।,Positive
তারাতারি মুভিটা পেয়ে মহা খুশি দাদা আজ মনটাও খারাপ আপনার মুভিটাও পেয়ে গেলাম হয়তো মনটা ভালো হয়ে যাবে,Positive
জীবনের প্রথম কঠিন সত্য হলো মৃত্যু যেটা আমরা কখনোই সিরিয়াস নিই না,Positive
কি বলবো মুভিটার কথা বোঝাতে পারছি না এতো ভালো লাগলো অস্তির  অসাধারণ একটা শিক্ষনীয় মুভি মুভি শেষে যে মেসেজগুলো আপনি দিয়েছেন কি বলবো অসাধারণ গানটা কিন্তু অনেক ভাল লাগছিল ফাইট্টা যায়,Positive
মুভি টা দেখে চোখে পানি চলে এসেছে আজ আমি ও নিজের পরিবারের জন্য বাইরে এসে পরে আছি,Positive
অনেক কিছু শেখার আছে মুভিটার মধ্যে,Positive
আমাদের ভাগ্যে যা আছে আমরা তাই পাবো। কিন্তু আমরা নিজেকে চালাক মনে করে হালাল জিনিস আমরা হারাম পথে নিয়ে আসি,Positive
"দাদা মুভিটা অসাধারণ ছিলো।চোখে জল চলে আসলো,,,, জিবনের মায়ায় আবার মায়া পড়ে গেলাম।এবাই একদিন ছেরে যেতে হবে।।",Positive
"জীবনে সেরা মুভি দেখলাম,ধন্যবাদ ভাই",Positive
কেউ কারো নয় এটাই বাস্তব সত্য,Positive
ভাইয়া এই মুভিটা দেখে সত্যি আজকে মুগ্ধ হয়ে গেলাম সত্যই দুনিয়াতে কাউকে ছাড়া কেউ থেমে থাকে না কিন্তু আমরা সেটা বুঝি না কও আমরা দুনিয়ার সবকিছু নিয়ে ব্যস্ত থাকি আখেরাত বুলাও যে আমাদের জীবনে কিছু আছে এটা আমরা ভাবতেই ভুলে গেছি,Positive
সত্যিই  ভাইয়া অসাধারণ সুন্দর গ্রেট পাওয়ার গ্রেট অকলপনীয় সত্য ভিডিও  পারলে ভাইয়া এই জাতীয় শিক্ষীনিয় ঘটনার মুভির ভিডিও দয়া করে দিবেন।,Negative
"জীবনের উদ্দেশ্য ই আমরা ভুলে যাই জীবিকার জন্য, অসাধারণ একটা ছবি,,",Positive
ভাই চোখের জল সালমাতে পারলাম না,Positive
আমার দেখা মুভির মধ্যে এই মুভিটা অনেক আলাদা। আমার জীবনে এই মুভিটা অনেক শিক্ষণীয়।ধন্যবাদ ভাইয়া।,Positive
আমার জীবনের সব চেয়ে পছন্দ শিক্ষনীয় এবং ইমোশনাল মুভি।  চোখের পানি ধরে রাখতে পারলাম না,Positive
"ভাই রে ভাই আমি আপনার প্রতিটি মুভি দেখি, কিন্তু আমার জীবনের সেরা শিক্ষনীয় বাস্তবমুখী মুভি আজ উপভোগ করলাম... অসাধারণ",Positive
"যতক্ষণ দেখলাম, একবারের জন্যও মনে হলো না যে এটা সিনেমা, বাস্তবের সাথে মিল  মনে হলো",Positive
"অনেক ধন্যবাদ আপনাকে, কিছু বলার নেই। বলার ভাষা হারিয়ে ফেলেছি। অজান্তেই চোখ ভিজে আসছে,,,,,,",Positive
আমার জীবনে দেখা সবচেয়ে ভালো মুভি। এত সুন্দর  করে উপস্থাপনা করছেন। সাবস্কাইব না করে পারলাম না। চোখ দিয়ে অনবরত পানি ঝরছে।  ওর মতো যদি আমিও আমার জীবনের ভূল আর সঠিক সিদ্ধান্ত টা বুঝতে পারতাম।  আমি শুধু জানি আমি পথভ্রষ্ট দিশেহারা।  সঠিক পথ ধরে কবে হাটবো।  কেন এত এত স্বপ্ন।,Positive
যে যতই ক্ষমতাধর লোক হোক না কেন সে যদি মারা যায় তার জন্য কোন কাজ অসম্পূর্ণ থাকবে না,Positive
"ধন্যবাদ ভাই,  ভালোবাসা অবিরাম",Negative
"অনেক সুন্দর মুভি এটা,,,,চোখের জল বের হয়ে আসতেছে",Positive
ভাই সত্যিই আমার জীবন টা পাল্টে দিচ্ছে ধন্যবাদ আপনাকে,Positive
ভাইয়া।  কি বলব এককথায় জাস্ট অসাধারণ হয়েছে। কমেন্ট করতে বাধ্য যেকেউ।  কান্না আসবে সিওর এটা দেখলে।  আপনার অধিকার আছে ভাই এতো সুন্দর করে উপস্থাপন করার জন্য,Positive
"আস্সালামুআলাইকুম সবাইকে  : বলে বুঝাতে পারবো না কেমন হয়েছে, আমার জীবনের সাথে মিলে গেছে, , মুভিটা আমার হৃদয় ছুঁয়ে দিয়েছে, কিছু কিছু ভুল আছে ইনশাআল্লাহ সেগুলো শুধরে নিবো!! আমার জীবনে যত গুলো শিক্ষণীয় ভিডিও দেখেছি, তার মর্ধে ( 1 ) নাম্বারে এই মুভিটি। আপনাকে অসংখ্যখো ধন্যবাদ। আমি কমেন্ট করতে বাধ্য হলাম এই শিক্ষণীয় ভিডিওটি দেখে। পাশে আছি এগিয়ে জান। দোয়া করি সব কিছু ভেবে চিনতে কাজ করবেন! সবার কাছে একটাই প্রশ্ন রইলো, সেটা হলো :-  * আপনি মারা যাওয়ার আগ পযন্ত আপনার - কাছে সব থেকে মূল্য বান জিনিসটা কি মনে হয়!! ️️ আমার কোনো ভুল হলে মাফ করবেন!!",Positive
"ভাই আপনার সাথে সরাসরি দেখা করতে পারলে আমি অনেক খুশি হতাম,,, অনেক ভালো লাগলো ভাই এতো সুন্দর করে সাজানো সুন্দর সুন্দর মেসেজ দেন,,",Positive
"ও জান ও জান রে  ধন্যবাদ তোমাকে  অচথির  আমি বুঝি কেন এতো ভালো লাগে এই মানুষ টার ভিডিও  আল্লাহ পাক তোমাকে অনেক অনেক ভালো রাখুক  সুস্থ রাখুক,,, আমিন  আমার কোন কথায় কষ্ট নিবা না ভাই,,,খুশি তে আর আবেগে অনেক কিছুই লিখে ফেলি,,, আমি চাই না আমরা একটা কমেন্টের কারনে তোমার কোন ক্ষতি হোক,,,সো বাই বাই",Positive
মন ছুঁয়ে গেল ভাই। অস্থির,Positive
"ভাইয়া মুভিটা সত্যি অসম্ভব সুন্দর,, আর সাথে আপনার বলার ধরন এক কথায় অসাধারণ সুন্দর হয়েছে",Positive
"সত্যি এ এটাই জীবন,,,অসাধারণ মুভি,,শুধু মুভি বললে হবে না,,এটাই জীবন,,ফলাফল।",Positive
মুভিটা দেখে  অনেক  কিছুই  শেখার  আছে,Positive
ভাই মুভিটা দেখার মাঝেই আপনার সেইম মুভির এক্সপ্লেশন তাই মুভি দেখা বাদ দিয়ে আগে আপনার গল্প শুনব স্বাদ পেয়ে যাব️,Negative
ভাই এ মুভিটা কখন ও ডিলেট করবেন না। এটা অনেক বড় পাওনা আর জীবনের মোড় ঘুড়ানো মুভি। এটাই প্রয়োজন ছিল আমার জন্য এ মুহুর্তে আর এজন্য আপনাকে অনেক ধন্যবাদ দাদা। আপনার সব মুভি এক্সপ্লেইন দেখি তবে একটা মুভি খুব মিস করি ভাই যে একটা গংস্টার এর মুভি ছিল যার বাবা ছিল ১০০ জন যোদ্ধার লিডার তার বাবা মারা যাবার পর সে হলো তাদের লিডার সে মুভিটা কই দাদা।যদি সম্ভব হয় সেটা আবার দেন।,Negative
"আসলেই জীবন টা এমনয়৷  শুধু শুধু দুনিয়ার মরিচিকার পিচনে চুটতেছিহায়রে দুনিয়া,, স্বার্থপর দুনিয়াতে শুধু শুধু কস্ট করতেছিআল্লাহ আপনি আমারে মাপ করে দিয়েন আপনি ছাডা আমার আপন কেউ নাই",Positive
অনেক অনেক ধন্যবাদ ভাইয়া।,Positive
ভাই আপনার গান শুনে হাসতে হাসতে ঘুমন্ত জামাইকে সজাগ করে ফেলছি,Positive
আপনার কথাগুলো শুনে ভালো লাগলো। প্রেরণা পাওয়া যায়,Positive
ভিডিও একদম মিস করতে চাইনা কোথায় কপিরাইট হয়ে ভিডিও উড়ে যাবে তাই ভিডমেটে ডাউনলোড করে নেই,Positive
সত্যি অসম্ভব একটা সুন্দর মুভি  আর সিক্ষনিয়,Positive
এই মুভিটা আমার জীবনের সবচেয়ে সন্দর একটা মুভি।  জীবনের আসল অর্থই বলে দেয় এই মুভিটা।,Positive
ছবিটা আসলেই শিক্ষনিয় গল্প। চোখে জল এসে গেল।,Positive
"ধন্যবাদ ভাই মুভিটা দেওয়ার জনয়, কারন এখন বাংলাদেশে খেলা দেখে বোর হয়ে গেছি",Positive
আমার জীবন এর সেরা মুভি এটা।  এর থেকে ভাল মুভি লাইফ এ আর আসবে না,Positive
আপনি মানেই সেরা মুভি দেখার আগেই লাইক কমেন্ট করলাম ভালোবাসা নিয়েন ভাই,Positive
আমার দেখা বেস্ট কাহিনি এটা। ধন্যবাদ ভাই  আমাদের এত চমৎকার একটা মভি এক্সপ্লেনেশন উপহার দেওয়ার জন্য,Positive
ধন্যবাদ ভাই। এতো গুরুত্বপূর্ণ একটি মুভি আমাদের মাঝে এতো সুন্দর করে উপস্থাপনা করে উপহার দেবার জন্য।,Positive
এর থেকে ভালো শিক্ষনীয় মুভি  আর হয় না। ভাইয়া  আপনাকে অনেক ধন্যবাদ।,Positive
মুভিটা আমি অন্তত ১০ বার দেখেছি। এতো শিক্ষা অর্জন করলাম যা বলে বোঝানোর মতো না,Positive
জানি মুভি ভালো হবে তাই কমেন্ট করতে আসলাম,Positive
সত্যিই এই মুভি থেকে অনেক কিছু শিখতে পারলাম। আর সত্যি বলতে চোখ দিয়েও পানি ঝড়েছে,Positive
"আহা জীবন ,আর আমরা সারাজীবন ভাবি আমি ছাড়া আমার পরিবার এর কি হবে",Positive
"ধন্যবাদ।  অত্যন্ত শিক্ষণীয় একটি ছবি। কাহিনির সাথে পরিচয়-করিয়ে দেবার জন্য ধন্যবাদ।  ছবির শেষে, আপনার  মন্তব্যের জন্য আরও একবার ধন্যবাদ।",Negative
কান্না এসে গেছে,Positive
সত্যি মুভিটা দেখে অনেক কিছু শেখার আছে জীবনের মানে বুঝিয়ে দিয়ে গেল,Positive
"বলার কিছু নেই,,,,,ধন্যবাদ",Positive
যে নামাজ পড়ে না সে যদি এই মুভি টা দেখে সে অবশ্যই কাল থেকে নামাজ পড়বে.... আমি নিজেই আজকে নিজেকে বদলে ফেলবো। আল্লাহ আমার সব খারাপ কাজ গুলো যেনো মাফ করে দেয় সেই জন্য আল্লাহর কাছে মাফ চায়।,Positive
অনেক ভালো লাগলো ভাই অনেক শিক্ষনীয় একটা  মুভি ছিলো ধন্যবাদ  কিছু কিছু সিন দেখে চোখে পানি চলে আসছে,Positive
কথাটা সত্য ছিলো,Positive
"ভাই  আপনার  কথা  গুলো  শুনলে,আত্তশক্তি  বাড়ে ,অনুপেরনা  জোগায় ,তাই  শেষ  পযন্ত  দেখি  আপনার  শেষ  কথা  গুলো  শূনতে",Positive
ভাই কি বলবো অসাধারণ। এরকম আরও কিছু মুভি এক্সপ্লেন করিয়েন,Positive
দারুন একটা গল্প,Positive
আমার জীবনেরই সাথে মিলে গেছে আমার ও বাবা নেই আমি ও ছোট বেলায় থেকে আমার পরিবারের দেখভাল করতেছি আমার ছোট ছোট ভাই বোনদের মানুষ করছি  ভাই আপনার কাছে অসংখ্য ধন্যবাদ,Positive
"ভাই ভিডিওর শেষে আপনি যে কথাগুলো বলছিলেন, সেখান থেকে আমাদের অনেক শিক্ষা নেওয়ার আছে। লাভ ইউ ভাই",Positive
আমার তো কান্না পেয়ে গেছে,Positive
"ভাইয়া আপনি বেশি করে মধু খেয়েছিলেন ছোটবেলায়, তাই ভয়েজ এত সুন্দর ️",Positive
নিজেকে গুরুত্বপূর্ণ ভাবা ছাড়তে হবে।চেষ্টা র পর যা থাকবে তাই আমার জন্য। চমৎকার তথ্য ছিল।ভালো লেগেছে।,Positive
মুবিটা দেখে অনেক কিছু শিখলামধন্যবাত ভাই,Positive
অনেক সুন্দর করে বুঝিয়েন,Positive
কিছু বলার নাই ভাই সত্যিই আমরা অপরাধী। মরতে একদিন হবে জানি তবু ইবাদাত করি না।,Positive
ভাই  প্রতিদিন একটা করে মুভি এক্সপ্লেন চাই ভাই আমরা,Positive
ভাইয়ার মুভি গুলো যাঁরা দেখে এবং কমেন্ট  করে সত্যি এই যুগে তাঁরা অনেক রুচিশীল মানুষ,Positive
কিছু বলার নেই ভাই জীবনে অনেক কিছু শিখেছেন,Positive
জীবনে কিছু শিখতে হলে এই ছবি দেখা উচিত,Positive
ভাইয়া এমন মুভি আরো চাই।সেই সাথে আপনার সুস্বাস্থ্যের কামনা করি।,Positive
"আসলেই সিনেমাটা দেখে অনেক ভালো লাগলো, অনেক কিছু শেখার আছে, এখন আমার মনে হচ্ছে হলিউডের কাল্পনিক সিনেমার চেয়ে এরকম সিনেমাই ভালো।",Positive
এই মুভিটায় লাইক না দিলে ভালো কিছু শিখতে পেরেছি বলে মনে হবে না তাই লাইক দিলাম,Positive
আমি দেখলাম একটা ভাই তার পরিবারের জন্য সবকিছু করে। অথছ তার কোনো দামই নেই।কেউ তাকে নিয়ে ভাবেও না। ছেলেদের জীবন বোধহয় এমনই,Positive
"আগেও একটা চ্যানেলে মুভির এক্সপ্লেনেশন দেখেছি। কিন্তু প্রিয় মানুষের চ্যানেল, প্রিয় ভয়েস তাই আবারো দেখলাম",Positive
সময় বড়ই কঠিন  বস!,Positive
মুভি আমি দেখেছি অনেক সুন্দর আসো কেও কারো না এটাই,Positive
"অনেক ধন্যবাদ, খুব ভালো লাগলো, জীবন কর্ম ও মরণ সব কিছু স্বাভাবিক ভাবে হয়ে থাকে যাহ আগে থেকেই নিরধারীত ,শুধু আমার চেষ্টা কি ছিল তা আমর হয়ে থাকবে, শিক্ষনীয় ও অনুকরণীয়,",Positive
ভাই আপনার এক্সপ্লেন এর ফ্যান হয়ে গেলাম,Positive
অনেক ধন্যবাদ এত তাড়াতাড়ি ভিডিও দেওয়ার জন্য  অনেক সুন্দর হয়েছে,Positive
সাউথের মুভি স্ক্রিপ্ট আর তোমার এক্সপ্লেইন দুটো পুরো চুমু  🇮🇳,Positive
সবদিকে মিলিয়ে  পারফেক্ট একটা মুভি ছিল ভাই   এই মুভিটা বলিউডে অজয় কুমার করছে ২০২৩ সালে ছবির নাম,Positive
সুন্দর একটা ছবি ছিলো   অনেক কিছু শিখিয়ে গেলো,Positive
এই মাএ মুভিটা দেখে আসলাম। আমরা এইটুকু জীবন নিয়ে যা ভাবি তার সামান্যটুকু রোলও আমাদের নেই। মৃত্যুই হচ্ছে একমাএ গন্তব্য। মহান সৃষ্টিকর্তার উপর বিশ্বাস রেখে প্রত্যেকটি মুহুর্ত উপভোগ করাটাই শ্রেয়। আপনার কাছে এখন যেটা খারাপ সময় মনে হচ্ছে  সৃষ্টিকর্তা সেটা দিয়ে ভালো কিছু আপনাকে উপহার দেবার জন্য তৈরি করে রেখেছে।,Negative
"এই মুভিটা কিছু দিন আগে দেখছি,,,আজ আবার দেখলাম,,, অনেক ভালো লাগলো আরো মুভি এক্সপ্লেন চাই",Positive
"এত্ত সুন্দর মুভি,সত্যি শিক্ষনীয়,চোখ থেকে পানি চলে আসেছে দেখতে দেখতে,সাউট এর মুভি গুলো সত্যি অসাধারন",Positive
"আসলেই মানব জীবন কারো জন্য থেমে থাকে না, শিক্ষনীয় বিষয়",Positive
"অন্য খানে এই মুভি এক্সপ্লেন  দেখেছি তবে ভালো লাগেনি,,  আপনার জন্য অপেক্ষা করছিলাম, কখন  করবেন  অবশেষে অপেক্ষা প্রহর শেষ হলো ধন্যবাদ অনেক অনেক ধন্যবাদ আপনাকে, ফাস্ট কমেন্ট",Negative
আমিন।খুব খুব খুবই সুন্দর এবং জ্ঞানমূলক মুভি।ধন্যবাদ ভাইয়া।,Positive
কি করে যে আপনাকে ধন্যবাদ জানাবো আসলে বলে বুঝাতে পারব না আমরা মুভি এক্সপ্লেন দেখি ফুল মুভি ও দেখি কিন্তু সেগুলো আসলে আমরা মাথায় নেই না এই যে আপনি যে কথাগুলো বলেছেন একজন বাবা ও তার ছেলেকে বলেনা লাভ ইউ বস,Positive
ভাই মন ছুয়ে গেছে মুভি দেখি আপনাকে অসংখ্য ধন্যবাদ ভাই,Positive
অনেক শিক্ষণীয় একটা মুভি,Positive
মুভি টা আমার সাথে অনেক মিল আছে,Positive
",আমার জীবনে একটি পরিবর্তন হলো এই মুভি টা দেখে। ধন্যবাদ",Positive
অনেক সুন্দর একটা মুভি ভাইয়া,Positive
এই প্রথম কোন মুভি বর্ননা শুনে কান্না পেলো   খুব সুন্দর হয়েছে আপনার বর্ননা,Positive
সত্যিই অসাধারণ মুভিটি।ভালো মানের একটা শিক্ষা আছে।।।যেমন মুভি তেমন এক্সপ্লানেশন।।।।,Positive
ভাই য়া আপনার ভিডিও র কোন তুলনা হয় না...আজ আমি না চাইতেও কান্না করে দিছি কারণ ভাই য়ারা যে এমন হয় আমি জানি না কারণ আমার ভাই নাই,Positive
অনেক ভালো লাগল। জীবনে কাজে লাগবে অনেক । ধন্যবাদ ️,Positive
মুভিটা দেখার পর কিছুক্ষণ নিজেকে নিয়ে একটু ভাবলাম  আর মুভিটা অনেক শিক্ষনিয়,Positive
সত্যিই মন ছুয়ে গেল,Positive
অনেক শিক্ষানিয় মুভিটা,Positive
অসাধারণ,Positive
ভাইয়া আপনি অস্থির এবং আপনার   চয়েছ ও অস্থির,Positive
ধন্যবাদ ভাইয়া অনেক সুন্দর ছবি দেয়ার জন্য অনেক কিছু শেখার আছে ইনশাআল্লাহ চেষ্টা করব পরিবর্তন হওয়ার যেগুলো পরিবর্তন হওয়ার দরকার ছিল আগেই,Positive
"অনেক ভালো লাগলো, বাস্তবতা ️",Positive
শেষের কথা গুলো সত্যি ভাবনার বিষয় আর আমরা সেটা ভাবীই না সত্যিই আফসোস হায়রে মানুষ দুনিয়া দুনিয়া করে মরছি কিন্তু পরকালের জন্য একটুও চিন্তা করি না আমরা/আমি/আপনি/সকলেই আফসোস,Positive
ভাই আপনার এক্সপ্লেইন গুলো দেখে আমি তো পুরোই মুগ্ধ হয়ে যাই আমি আপনার প্রেমে পড়ে গেছি,Positive
৩৯:০৩ সেকেন্ডের এক্সপ্লেনেশন থেকে জীবনের শ্রেষ্ঠ শিক্ষা পেলাম।,Positive
এত তাড়াতাড়ি মুভি দেবার জন্য আপনাকে ধন্যবাদ,Positive
আসলেই অনেক ভালো লাগছে,Positive
দাদা আপনের ভিডিও জন্য অনেক অপেক্ষা করি।।অনেক ভালোবাসা রইল আমার প্রিয় দাদাভাই,Positive
দুই বছরের বেশি হল আপনার ভিডিও দেখি কখনো সাবস্ক্রাইব করিনি আজ করলাম,Positive
সত্যি কেঁদে ফেলেছি,Positive
সত্যি মুভিটা একটা জিনিস খুব ভালো করে শিখিয়েছে কারোর জন্য কারো জীবন থেমে থাকে না আর আল্লাহ যা করে ভালোর জন্যই করে,Positive
অভ্র এরকম মুভি আবারো চাই তোমার কাছে আশা করি অস্থির লেভেলের ছিল সম্পূর্ণ শিক্ষণীয় অনেক কিছু,Positive
আপনার কথা অনেক দিন পরে শুনতেছি ভাইয়া,Positive
ভাই মুভি  যেমন ই হোক...তবে বলতে ই হয়...আপনার শেষের কথা গুলো সেই...লাগলো....,Positive
আমরা তিন ভাই বোন  ভাই বড় বাবা চেয়ে ভাই আমাদের  পরিবারের দেখবার করে আমি  আমার  ভাইকে  অনেক  ভালোবাসি লাভ ইউ ভাইয়া,Positive
ভাইয়া হয়তো অনেক একশন মুভি দেখেছি মারামারি মুভি দেখেছি কিন্তু এই মুভিটা দেখে ভাইয়া বলার মত কিছুই নেই ভাইয়া আমাদের প্রতিটি মানুষকে শিখিয়ে গেছে মৃত্যু কি,Positive
খুব সুন্দর লাগলো মুভিটা ️,Positive
"অসংখ্য ধন্যবাদ, আপনাকে এত ভালো একটা মুভি আমাদের উপহার দেওয়ার জন্য। এই মুভি থেকে অনেক কিছু শিখলাম, আবারও ধন্যবাদ আপনাকে।",Positive
জীবন নিয়ে  কোনো অভিযোগ নেই,Positive
মুভিটা দেখে অনেক কিছু শিখলাম অসাধারণ,Positive
"ভাইয়া আজ আমার মন ভালো না,তাই শুধুই কমেন্ট করে চলে যাবো,আমার মায়ের ডেংগু পজেটিভসবাই দোয়া করবেন।আমিন",Positive
"অসাধারন, এ তো অস্কার পাওয়ার মত মুভি",Positive
অনকে ভালো লাগছে,Positive
শিক্ষনীয় সিনেমা,Positive
মুভি যেমনি হোক  না কেন  আপনার  বুজানোর বেপার দরুন,Positive
মনে গেথে গেছে,Positive
অসাধারণ এক্সপেইন,Positive
ভাই ছবিটা সবচেয়ে সেরা ছবি ছিল।,Positive
এই মুভি থেকে অনেক  কিছু শিখলাম,Positive
আমার জীবন এর সেরা মুভি এটা।  এর থেকে ভাল মুভি লাইফ এ আর আসবে না,Positive
"মুভির বিষয় বলার ভাষা নাই,,, আপনি যদি এক্সপ্লেন না করতেন তাহলে হয়তো এমন মুভি দেখতে পারতাম না,,, ধন্যবাদ ভাইয়া আপনাকে",Positive
অনেক শিক্ষনীয় মুভিটাঅনেক ভাল লাগছে,Positive
ধন্যবাদ ভাইয়া। সাবস্ক্রাইব করে দিলাম।,Positive
কি বলবো ভাই। আমার দেখা বেস্ট মুভি এটা ! অনেক ভালো‌ লেগেছে মুভিটা॥,Positive
আমি অখনো কান্না করছি সত্যি বাস্তব,Positive
আর আপনার সিনেমার ব্যাখ্যা ️️️️,Positive
"মুভিটা খুবই বাস্তব,  দুনিয়াতে তোমার কোন গুরুত্বই নেই",Positive
এটা তো সিনেমা সংক্ষেপ এর ভয়েস,Positive
ভাইয়া তেমন কিছু বলার নাই তবে আপনাকে ধন্যবাদ অনেক কিছু শিখলাম,Positive
ভাই জাওয়ান মুভিটা কবে আনবেন আপনার এক্সপ্লেনের অপেক্ষায় আছি প্লাবন ওয়ার্ল্ড যাওয়ান মুভির  করেছে কিন্তু আমি আপনার এক্সপ্লেন এর আশায় বসে আছি প্লিজ ভাইয়া তাড়াতাড়ি এক্সপ্লেন করেন,Positive
এক কথায় অসাধারণ,Positive
অসাধারণ একটা মুভি,Positive
দাদার ডায়লগ অসাধারণ হয়,Negative
"ভাই মুভিটা অসাধারণ, আর আপনাকে ধন্যবাদ সুন্দর ভাবে বুঝানোর জন্য।",Positive
খুব ভালো লাগছে আপনার কথা ভাইয়া,Positive
আসম্বভ সুন্দর একটা মুভি,Positive
অনেক সুন্দর হয়েছে। শেষের কথাগুলো অনেক বেশি সত্য ও সুন্দর। অনেক ধন্যবাদ,Positive
সত্যিই সিনেমাটা অনেক সুন্দর।,Positive
অসাধারণ ছিলো বন্ধু   সত্যিই শিক্ষনীয়!! ️,Positive
সত্যি খুব খারাপ লাগছে কান্না আসলো,Negative
মুভিটা দেখে অনেক কিছু শিখলাম,Negative
এক কথায় অসাধারণ,Negative
ভাই অনেকদিন পর আবার একটা মুভির কাহিনী আপনার কাছ থেকে শুনলাম অনেক ভালো লাগলো বাস্তব কিছু কাহিনী ধন্যবাদ,Negative
ভাই ভাই আপনার মুভিগুলো অস্থির লাগে তো আমি আপনাকে রিকোয়েস্ট করব যেন বেশি বেশি করে মুভি আপলোড করবেন ধন্যবাদ,Negative
অসাধারণ মামা মুভি টা,Negative
অসাধারণ লেগেছে।,Positive
খুব ভালো ছিলো।ধন্যবাদ।,Positive
মন ছুঁয়ে গেলো,Positive
ভাই মুভি দেখার আগেই লাইক কমেন্ট করি জানি আপনি যেই মুভি দিবেন সেগুলো অনেক শিক্ষানিয়ো হয় আরো তারাতারি মুভি দিবেন,Negative
"জাস্ট অসাধারণ,  মাস্টারপিচ মুভিটা",Positive
সত্যিই অসাধারণ,Positive
সত্যি দারুণ বাস্তব মুখি একটা মুভি,Positive
মুভিটা দেখে চোখে পানি চলে এসেছে। আপনার এক্সপ্লেনেশন অসাধারণ। ভাই আপনি কোন ধর্মের  অনুসারী?,Positive
জীবনের সন্ধান পেলাম।,Positive
ভাই আপনার মুভি এক্সপ্লেন অসাধারণ। বোঝার ক্ষমতা সবার নেই। সবার মাঝে সেই জ্ঞান নেই।,Positive
অপেক্ষায় ছিলাম তোমার ️ ভিডিও কখন আসবে,Positive
ভাইয়া আজকে মুভির মতো অন্য কোনো মুভি আমি আর কখনো দেখি নাই,Positive
সত্যিই অসাধারণ মুভি। আমার নিজের জীবন দিয়ে উপলদ্ধি করলাম,Positive
"মুভিটা এক কথায় অসাধারণ, অনেক কিছুই শিখিয়ে গেল",Positive
"অসাধারণ একটা মুভি,মুমিন ভাই️ এইবার জয়পুর গেলে দেখা করবো ইনশাআল্লাহ ️️",Positive
"ভাই মুভির মেসেজ থেকে আপনার এক্সপ্লেনের শেষে যে মেসেজ আপনি  দিয়েছেন, অসাধারণ, আই সেলুট ব্রো আইসেলুট।",Positive
আমার জীবনের প্রথম কমেন্ট তোমাকে করলাম। অনেক আগেই থেকে আমি তোমার  দেখেছি। কিন্তু কমেন্ট করার মতো সাহস হয়নি। আমি তোমার অনেক বড় ।  আমার তোমাকে অনেক ভালো লাগে ।তোমার  গুলো  অসাধারণ। তুমি করে বলছি কিছু মনে করো না ।।। কাছের মানুষদের তুমি করে বললে সম্পর্ক মধুর হয় । তোমার  থেকে বাস্তব জীবনের অনেক কিছু শিখতে পারি ।।।। আর একটা কথা রোমানা আপু তোমার কে হয়? রোমানা আপুর ও মুভি গুলো অনেক সুন্দর ।।।।   একটা কমেন্ট করবে। অনেক ভালোবাসা রইল।।।। আর ভগবান তোমার মঙ্গল করুক ।।,Positive
"ভাই আপনি একজন শিক্ষক,,,",Positive
এই মুভি টা আসলেই অসাধারণ ছিলো।,Positive
দেখলাম ভালো লাগলো,Positive
আপনার ভয়েস  মাশাল্লাহ,Positive
"ধন্যবাদ ভাই আপনাকে অনেক ধন্যবাদ ভাইয়া,,,  নিজেকে অনেক শোধরে নিলাম ইনশাআল্লাহ।",Positive
আপনার ৪ নাম্বার লাইনটা সেই ছিলো,Positive
সত্যি বলতে অসাধারণ,Positive
হৃদয় ছুয়ে গেছে অনেক কিছু শিখলাম,Positive
অসাধারণ 🥹,Positive
এক কথায় চমৎকার অসাধারণ খুব সুন্দর দারুণ ধন্যবাদ ।,Positive
ভাই এভিডিওটা দেখে আমার ভুল বুসতে পারলাম কমেনটা করতে গিয়ে আমার চোখ দিয়ে পানি পরেগেলো ভাই দোয়া করবেন আমি জেনো আমার লকখো তে পউছাতে পাড়ি,Positive
এই মুভি দেকে জে  নিজের মধ্যে পরিবর্তন আনতে পারবে  সে কোনো সময় আপনার এরকম একটা মুভি  এক্সপ্লেশন করার জন্য আপনাকে ধন্যবাদ দিবে,Positive
সত্যি হলো মৃত্যু এক দিন আমরা পৃথিবীতে ছিলাম না এখন আছি একদিন থাকবো না। পৃথিবীতে,Positive
অসাধারণ। এত সুন্দর মুভি দেওয়ার জন্য অনেক অনেক ধন্যবাদ ভাইয়া,Positive
চোখের পানি মুছে মুছে সিনেমা দেখা চালিয়ে যাচ্ছি,Positive
কি বলবো বলার ভাষা নেই,Positive
"মুভিটা অনেক শিক্ষণীয়, অসাধারণ এক্সপ্লেন আপনার।",Positive
আমার জীবনের একটা শিক্ষনীয় মুভি,Positive
ভাই অসাধারণ একটি মুভি,Positive
কেমন জানি কান্না করে দিলাম,Positive
দারুন লাগলো। আরো ভিড়িও চাই দাদা।।,Positive
আমার দেখে সবচেয়ে অনুপ্রেরনা  মূলক ছবি ভাইয়া৷,Positive
সত্যি মুভিটা অনেক ভালো কিছু বুঝিয়েছে,Positive
সত্তি ব্রো অসাধারণ শিক্ষনীয় মুভি...,Positive
খুব ভালো লাগলো মুভি পেয়ে,Positive
